communityName,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,medIncome,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctUnemployed,PctEmploy,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,ViolentCrimesPerPop,nonViolPerPop
Fairmontcity,WV,20210,2.33,16.08,26.02,16.2,19.78,18370,10782,4241,21.89,10.55,13.48,43.58,0,0,1,4.83,12,57.99,95,459.07,119,575.05,521.89,3682.23
Herefordcity,TX,14745,3.07,16.87,28.56,13.27,10.25,21120,8977,4032,27.89,25.43,7.7,57.72,1,6.61,2,13.22,9,59.48,57,376.69,124,819.46,455.99,5075.34
Edinacity,MN,46070,2.32,9.78,18.37,8.6,17.95,48936,32301,1464,3.21,1.75,3,62.03,1,2.13,,,17,36.21,28,59.63,346,736.89,,3814.37
WestDeptfordtownship,NJ,19380,2.62,13.11,28.55,13.05,9.4,38410,17276,1008,5.25,5.42,3.88,68.6,1,4.92,2,9.84,9,44.29,17,83.66,146,718.47,142.71,3110.08
Gardnercity,MA,20125,2.52,11.32,26.25,11.75,14.78,28035,13207,2092,10.98,16.03,9.36,55.34,0,0,15,73.38,7,34.24,145,709.36,191,934.4,816.99,2739.59
Scherervilletown,IN,19926,2.69,13.7,26.8,11.81,6.82,42658,18411,677,3.43,4.84,3.3,70.87,0,0,1,4.05,5,20.24,0,0,85,344.09,24.29,2724.37
VanBurencity,AR,14979,2.79,15.39,28.26,12.88,10.78,21105,9531,2695,18.58,16.63,7.38,58.11,0,0,2,11.69,3,17.54,13,76,157,917.86,105.23,5092.08
Piquacity,OH,20612,2.66,14.65,27.14,13.22,12.16,25026,11490,2884,14.18,7.75,7.34,59.88,0,0,26,124.57,10,47.91,8,38.33,169,809.7,210.81,5442.7
InverGroveHeightscity,MN,22477,2.88,13.87,28.46,12.85,5.05,39378,15184,1601,7.23,3.46,4.46,76.3,0,0,,,3,12.13,30,121.31,192,776.35,,3881.77
Coventrytown,CT,10063,2.77,12.36,25.42,11.7,7.53,46426,17725,317,3.16,3.9,4.23,74.11,1,9.77,0,0,0,0,8,78.19,63,615.72,87.96,2238.08
SanClementecity,CA,41100,2.46,10.92,25.28,11.96,11.96,46374,23841,2852,6.99,3.32,3.66,67.45,3,6.61,10,22.04,31,68.32,99,218.18,370,815.41,315.14,2781.21
Salemcity,MA,38091,2.41,12.45,29.41,14.63,13.69,32645,16155,4324,11.7,8.17,7.28,63.19,1,2.65,14,37.13,31,82.23,41,108.75,489,1297.05,230.76,5660.33
Lakewoodcity,CO,126481,2.45,12.26,26.6,12.44,9.4,34054,16726,9348,7.6,3.03,4.78,70.2,6,4.65,31,24,174,134.71,427,330.58,1256,972.38,493.93,5650.82
Miamicity,FL,358548,2.75,12.16,24.63,11.87,14.8,16925,9799,109594,31.17,30.89,11.02,53.19,127,33.53,204,53.87,7082,1869.98,7089,1871.83,12277,3241.71,3829.21,14679.18
Manalapantownship,NJ,26716,3.15,14.65,22.53,11.15,12.07,58028,20944,692,2.61,5.17,4.36,61.5,0,0,2,7.16,3,10.73,20,71.55,88,314.83,89.44,1595.59
Narragansetttown,RI,14985,2.56,16.55,34.42,22.54,10.13,35545,16986,1945,13.03,3.47,5.3,66.82,0,0,4,26.79,1,6.7,59,395.15,149,997.92,428.64,2913.4
Monroecity,NC,16127,2.72,15.28,29.33,14.55,11.25,23153,11070,2642,16.69,14.65,6.03,63.46,3,15.17,12,60.69,37,187.14,126,637.3,387,1957.41,900.31,8203.94
BayCitycity,TX,18170,2.73,15.26,27.95,12.48,9.38,25452,11934,4009,22.2,15.61,7.84,57.2,2,10.39,5,25.98,27,140.3,80,415.69,,,592.36,
Nederlandcity,TX,16192,2.61,13.59,25.01,11.43,10.2,33253,14248,1081,6.69,5.17,3.85,62.53,0,0,11,63.79,3,17.4,9,52.19,123,713.29,133.38,4662.49
Coatesvillecity,PA,11038,2.71,14.4,27.4,12.96,13.97,24887,10570,2005,18.19,9.82,6.87,55.49,2,16.87,6,50.6,76,640.97,41,345.79,110,927.72,1054.23,4301.26
Fitchburgcity,WI,15648,2.45,11.25,36.13,16.47,3.55,35550,17668,803,5.34,2.52,1.9,80.77,0,0,1,5.82,6,34.92,33,192.08,133,774.16,232.83,2741.56
Calntownship,PA,11997,2.92,10.34,25.13,9.92,10.2,41129,15711,749,6.69,5.66,3.05,65.33,0,0,4,32.78,14,114.74,37,303.23,68,557.29,450.75,4179.64
Albuquerquecity,NM,384736,2.5,13.56,27.85,13.36,10.14,27555,14013,52903,13.98,5.9,6.32,63.87,50,11.91,259,61.71,1552,369.78,4835,1151.97,8199,1953.47,1595.37,7757.66
PalmBeachGardenscity,FL,22965,2.4,11.45,21.81,9.95,13.82,44688,26185,1033,4.51,2.41,2.57,65.61,0,0,1,3.51,29,101.72,68,238.51,328,1150.47,343.74,6674.85
Milfordtown,MA,25355,2.71,13.05,27.09,12.85,11.67,38180,15980,1119,4.45,10.52,6.78,65.29,0,0,2,7.57,2,7.57,0,0,56,211.97,15.14,969
Arcatacity,CA,15197,2.5,24.16,45.34,31.54,8.78,18551,10676,3903,28.12,4.66,9.44,53.91,0,0,8,51.52,6,38.64,48,309.12,169,1088.36,399.28,7702.22
UnionCitycity,CA,53762,3.42,15.7,28.93,13.78,6.35,46988,14865,3461,6.51,9.5,4.49,70.57,1,1.8,21,37.73,119,213.79,166,298.23,638,1146.22,551.55,4895.71
Opelikacity,AL,22122,2.68,15.36,28.78,13.93,10.78,25369,12043,4500,20.77,15.26,6.91,62.78,3,12.5,17,70.81,79,329.04,556,2315.8,434,1807.66,2728.14,
Middletowntown,CT,42762,2.54,15.31,33.76,17.89,10.8,37644,17814,2745,7.02,10.54,4.43,67.72,3,7.04,5,11.73,27,63.36,59,138.45,323,757.95,220.58,4878.56
Dublincity,OH,16366,2.96,12.56,18.83,7.72,3.98,71996,30737,169,1.04,0.57,1.32,73.73,0,0,2,9.15,8,36.61,4,18.3,157,718.47,64.07,3198.79
Parsippany-TroyHillstownship,NJ,48478,2.64,11.54,28.31,12.77,8.18,50475,22137,1013,2.13,5.33,3.11,73.19,3,6.02,11,22.09,15,30.12,45,90.35,391,785.03,148.57,2640.19
RanchoPalosVerdescity,CA,41659,2.79,13.31,21.14,10.81,11.17,79797,36509,1303,3.16,1.59,2.33,62.98,1,2.27,4,9.08,21,47.67,117,265.59,239,542.53,324.61,1602.62
Gulfportcity,FL,11727,2,7.23,16.79,7.78,31.15,21397,13842,1152,10,8.91,5.79,45.05,0,0,2,16.96,35,296.74,117,991.95,270,2289.11,1305.64,8707.08
Claremontcity,NH,13902,2.48,13.37,25.57,12.28,15.03,25532,11552,1794,13.05,11.92,7.32,58.91,0,0,27,198.34,0,0,12,88.15,80,587.67,286.49,4121.06
Vancouvercity,WA,46380,2.3,12.39,27.16,13.52,14.24,21552,12606,7612,17.06,7.24,7.63,55.34,3,5.69,43,81.59,96,182.16,314,595.83,629,1193.55,865.28,7464.9
Plainfieldcity,NJ,46567,3.07,14.15,29.29,14.33,8.68,38463,14742,5604,12.22,10.75,8.65,66.65,9,19.99,28,62.19,377,837.31,296,657.41,924,2052.19,1576.9,6603
Edgewatercity,FL,15337,2.54,11.81,22.01,10.02,19.12,25053,11025,1556,10.17,8.08,4.13,53.15,0,0,12,65.41,4,21.8,164,893.98,103,561.46,981.19,4175.52
Sandwichtown,MA,15489,2.79,12.41,21.36,9.61,12.82,43500,17412,729,4.8,1.5,4.36,64.51,0,0,2,12.18,3,18.27,84,511.45,98,596.69,541.89,2179.74
NewLondontown,CT,28540,2.66,20.53,38.5,24.13,11.11,26336,12971,3702,15.15,11.19,7.97,62.63,8,35.1,11,48.26,74,324.68,69,302.74,339,1487.36,710.78,6471.57
TempleCitycity,CA,31100,2.81,14.02,25.54,12.49,13.07,38789,16107,1693,5.56,6.25,4.6,62,0,0,7,20.65,50,147.48,127,374.59,305,899.6,542.71,2498.23
Brandoncity,MS,11077,2.86,16.31,25.69,12.27,7.55,40633,15611,804,7.32,4.65,3.52,68,1,7.66,1,7.66,2,15.32,24,183.88,72,551.64,214.53,1126.26
Hamtramckcity,MI,18372,2.32,11.83,24.65,12.1,18.68,16751,9562,5161,28.5,18.65,16.36,42.4,5,30.17,,,128,772.25,257,1550.53,476,2871.79,,11179.49
Branchburgtownship,NJ,10888,2.91,12.78,23.28,10.76,6.41,67833,26630,183,1.68,3.85,3.85,75.39,0,0,2,17.09,0,0,7,59.81,30,256.34,76.9,1649.15
Durhamtown,NH,11818,4.94,54.4,65.98,59.68,5.31,42477,12774,1236,19.5,0.89,7.83,50.38,0,0,9,75.37,0,0,4,33.5,44,368.48,108.87,2068.5
EastLongmeadowtown,MA,13367,2.86,12.25,20.79,10.34,15.13,41372,17037,385,2.98,4.96,4.41,62.84,0,0,3,21.85,6,43.71,29,211.25,93,677.45,276.81,27119.76
Middlesexborough,NJ,13055,2.76,11.82,24.73,11.38,12.93,47643,18834,377,2.89,8.1,3.79,70.85,0,0,0,0,4,29.78,15,111.67,37,275.44,141.44,2590.64
Brentwoodborough,PA,10823,2.34,10.46,24.26,10.93,18.04,27698,13290,619,5.74,6.93,4.62,58.32,0,0,1,9.48,7,66.39,17,161.23,33,312.97,237.1,1602.81
MissouriCitycity,TX,36176,3.13,15.67,24.16,11.01,3.74,51984,18764,1224,3.4,2.96,3.34,75.98,2,4.33,10,21.66,37,80.13,54,116.94,460,996.19,223.06,3101.18
Newarkcity,CA,37861,3.15,14.25,28.94,13.16,4.98,50471,16721,1893,5.03,7.87,5.3,73.12,0,0,12,30.18,70,176.03,240,603.52,310,779.54,809.72,5856.61
SouthCharlestoncity,WV,13645,2.23,11.4,21.92,9.69,17.06,27366,14422,1560,11.48,6.53,4.83,57.95,1,7.43,2,14.87,12,89.2,13,96.63,51,379.1,208.13,2921.28
Sunnyvalecity,CA,117229,2.43,10.1,28.52,12.03,9.53,46403,22309,5461,4.69,4.68,3.96,72.41,3,2.5,21,17.47,106,88.2,170,141.45,604,502.56,249.62,3942.26
Ocalacity,FL,42045,2.42,12.66,23.73,11.67,18.68,21766,12783,8116,19.88,10.43,7.05,51.96,4,7.4,53,98.08,312,577.38,508,940.1,1143,2115.22,1622.96,10389.18
Mahwahtownship,NJ,17905,2.63,13.66,30.57,15.04,7.53,56468,27731,597,3.52,4.63,3.98,72.16,0,0,1,5.35,7,37.45,7,37.45,61,326.31,80.24,2086.23
Scottsdalecity,AZ,130069,2.26,10.51,23.46,10.82,14.84,39037,23482,7583,5.89,2.69,4.4,64.1,3,1.9,29,18.38,131,83.02,234,148.3,1609,1019.72,251.6,5041.57
Pequannocktownship,NJ,12844,3,13.53,25.11,12.96,11.06,54935,20888,175,1.37,6.68,3.62,68.45,0,0,0,0,1,7.52,14,105.23,60,450.99,112.75,2322.61
Midlandcity,TX,89443,2.7,13.53,25.47,11.35,8.51,31544,16201,12774,14.42,9.41,6.24,64.18,6,6.12,83,84.72,91,92.88,268,273.54,1126,1149.3,457.27,5078.95
Voorheestownship,NJ,24559,2.7,11.49,24.24,10.75,7.77,51679,24962,850,3.6,5.67,2.43,70.97,2,7.81,6,23.44,34,132.85,27,105.5,177,691.6,269.6,4821.63
Snellvillecity,GA,12084,3.07,15.66,25.59,12.4,7.7,46875,17523,337,2.83,3.39,3.1,69.48,0,0,4,27.11,3,20.34,5,33.89,67,454.18,81.34,3280.91
DelRiocity,TX,30705,3.24,18.2,30.68,15.36,9.33,17394,7522,11644,38.3,34.33,13.78,49.75,0,0,0,0,4,11.1,105,291.37,455,1262.59,302.47,5236.28
SouthOgdencity,UT,12105,2.82,15.79,27.74,13.12,12.96,33524,14031,881,7.41,2.66,4.63,63.29,0,0,3,22.62,5,37.7,15,113.09,136,1025.33,173.4,4704.46
CedarCitycity,UT,13443,3.31,23.63,38.06,23.28,7.8,23415,8960,2243,17.5,3.15,5.83,61.96,0,0,5,31.05,1,6.21,9,55.89,71,440.94,93.16,3421.94
Augustacity,ME,21325,2.41,12.51,25.44,12.51,14.99,25790,13209,2612,12.78,14.27,5.38,60.76,0,0,12,60.65,8,40.43,12,60.65,251,1268.57,161.73,6135.65
PacificGrovecity,CA,16117,2.2,9.28,20.97,9.42,16.42,33385,19533,1001,6.31,3.76,3.63,64.86,2,12.05,3,18.07,12,72.27,75,451.7,231,1391.23,554.08,3860.52
SanMarcoscity,TX,28743,2.92,34.04,57.5,44.93,6.27,14816,8103,8769,37.13,20.25,10.05,53.32,2,6.33,19,60.12,33,104.42,92,291.11,303,958.77,461.98,4768.53
Mansfieldcity,TX,15607,3.04,15.17,27.98,12.46,5.8,38108,14506,1133,7.31,6.09,5.24,68.03,1,5.11,2,10.23,11,56.26,115,588.18,158,808.1,659.78,3145.46
Newtowntown,CT,20779,3.06,13.35,22.6,11.01,8.03,60830,22747,498,2.5,3.45,4.61,67.53,2,9.48,0,0,2,9.48,2,9.48,129,611.58,28.45,1858.44
Waxahachiecity,TX,18168,2.87,16.68,29.2,14.82,12.27,24244,10722,3227,18.55,11.83,7.35,58.95,4,20.03,5,25.04,26,130.21,97,485.78,365,1827.92,661.06,8268.23
LakeStationcity,IN,13899,2.88,15.69,28.64,13.65,10.32,28642,10343,1604,11.73,11.66,7.58,58.62,0,0,9,62.91,18,125.82,72,503.29,143,999.58,692.02,5647.98
RohnertParkcity,CA,36326,2.71,15.58,32.18,16.42,6.98,36097,14861,3031,8.54,3.62,5.31,70.65,1,2.58,12,30.97,16,41.3,342,882.79,757,1954,957.64,4811.44
Bartlettvillage,IL,19373,3.04,13.18,26.09,10.61,4.5,51524,18324,498,2.58,2.85,3.57,78.04,2,8.34,,,3,12.51,32,133.48,89,371.25,,2352.65
Auburncity,WA,33102,2.48,12.3,27.8,12.65,10.39,30007,13866,3498,10.79,5.3,4.92,66.16,1,2.7,24,64.72,33,88.99,108,291.23,297,800.88,447.63,6226.4
Lewisvillecity,TX,46521,2.63,13.62,34.3,15.44,3.99,36006,15316,2782,6.03,5.28,3.72,79.29,1,1.92,32,61.41,50,95.96,70,134.34,557,1068.97,293.63,5903.35
Springfieldcity,OR,44683,2.56,14.14,29.49,14.32,9.85,21932,10222,7270,16.47,7.18,7.94,60.83,2,4.11,20,41.11,51,104.83,178,365.89,624,1282.68,515.95,7032.15
Georgetowncity,TX,14842,2.87,19.07,31.42,18.42,11.43,25953,12048,2436,17.94,12.93,5.26,61.46,0,0,4,22.31,5,27.89,41,228.68,123,686.04,278.88,3893.13
GardenCitycity,MI,31846,2.84,13.29,26.8,12.06,9.29,38717,14257,1355,4.27,6.28,5.9,64.13,0,0,,,22,70.51,53,169.86,180,576.87,,3839.37
Betheltown,CT,17541,2.84,13.56,25.07,11.38,8.04,53761,20528,464,2.65,5.13,5.14,71.79,0,0,0,0,3,16.85,14,78.63,46,258.34,95.47,1173.76
Decaturcity,AL,48761,2.55,13.51,26.19,11.94,10.99,30005,14374,6078,12.7,10.58,5.68,60.77,8,15.13,27,51.05,86,162.61,155,293.08,725,1370.85,521.87,7345.85
NewBerncity,NC,17363,2.39,13.19,26.16,12.06,15.14,19894,10893,3926,23.2,13.04,5.41,56.08,1,5.43,16,86.91,80,434.57,310,1683.96,675,3666.68,2210.88,12923.03
Huntsvillecity,AL,159789,2.53,14.49,29.51,14.93,9.16,32295,16204,18093,11.63,6.44,5.51,64.97,18,11.14,82,50.74,320,198,1751,1083.43,2571,1590.8,1343.3,8405.06
Waterloocity,IA,66467,2.46,13.45,24.52,11.73,14.03,23578,12475,11067,16.9,8.29,7.22,56.41,9,13.46,50,74.8,124,185.51,259,387.48,1115,1668.09,661.25,
Murraycity,KY,14439,2.79,29.6,44.36,35.05,14.21,16961,9771,2150,19.63,13.01,6.93,52.04,0,0,6,41.65,3,20.82,39,270.72,76,527.56,333.19,2950.16
Melbournecity,FL,59646,2.38,13.2,27.8,14.08,15.33,25893,13224,7475,12.84,6.33,6.39,57.63,9,13.03,28,40.54,230,333.03,742,1074.4,1264,1830.24,1461.01,7997.16
Maumeecity,OH,15561,2.63,14.38,25.45,11.73,10.1,36901,16162,578,3.73,2.4,4.63,68.92,0,0,0,0,17,106.99,37,232.85,74,465.7,339.84,4285.71
Watsonvillecity,CA,31099,3.3,15.04,30.06,14.31,11.02,27980,10422,4658,15.3,30.14,10.99,59.76,1,3.1,12,37.21,128,396.87,347,1075.9,399,1237.13,1513.08,7255.36
FondduLaccity,WI,37757,2.58,13.56,25.84,12.34,13.83,26826,12472,3489,9.57,10.45,5.06,62.18,0,0,10,25.22,11,27.74,137,345.46,232,585.02,398.42,6667.17
WestBloomfieldtownship,MI,54516,2.84,12.68,21.73,10.41,8.87,68654,31845,974,1.81,2.3,3.49,68.46,0,0,,,10,17.85,62,110.68,205,365.95,,2036.85
Tenaflyborough,NJ,13326,2.82,13.18,20.7,10.14,14.18,68742,36455,435,3.29,3.5,2.69,59.94,0,0,0,0,3,22.46,3,22.46,87,651.34,44.92,1849.22
Bloomfieldtown,CT,19483,2.61,11.2,21.64,10.67,17.06,47853,22478,781,4.13,7.21,4.72,64.69,0,0,4,20.51,23,117.92,60,307.61,175,897.21,446.04,4101.51
Bogalusacity,LA,14280,2.51,14.54,24.13,11.27,17.29,13863,8232,5186,36.8,17.76,14.82,40.37,2,13.33,13,86.62,37,246.54,107,712.95,325,2165.51,1059.43,8049.04
LiveOakcity,TX,10023,2.87,15.44,28.6,12.67,4.12,35856,13246,580,5.79,3.65,4.38,72.96,0,0,2,17.92,4,35.83,23,206.04,56,501.66,259.79,3878.89
ColoradoSpringsdivision,CO,286215,2.54,13.94,29,13.68,8.28,28539,13975,30995,11.05,3.73,6.73,65.79,19,6.24,265,87.05,389,127.78,882,289.71,3645,1197.29,510.78,5965.75
Keansburgborough,NJ,11069,2.92,14.2,28.57,12.85,9.89,31769,12279,1025,9.38,10.45,11.03,58.76,2,16.94,1,8.47,2,16.94,70,593.07,49,415.15,635.43,1914.77
CollegeStationcity,TX,52456,2.93,43.38,66.64,55.32,2.55,14481,9262,15648,37.98,2.45,5.98,49.12,0,0,19,32.56,25,42.84,84,143.96,405,694.08,219.36,3689.74
Westwoodtown,MA,12557,2.83,12.3,22.83,12.42,14.74,58559,26241,284,2.28,3.11,5.03,63.15,0,0,2,15.46,1,7.73,6,46.39,51,394.31,69.58,1469
Plymouthtownship,MI,23648,2.68,12.98,23.98,11.43,9.26,53768,24403,335,1.44,2.24,3.91,68.2,1,4.12,,,3,12.35,9,37.04,51,209.9,,1885.01
Havelockcity,NC,20268,3.58,19.82,46.53,27.47,1.73,24553,9204,1850,10.55,2.5,5.41,77.02,0,0,1,4.65,11,51.18,43,200.06,151,702.52,255.89,2493.72
Borgercity,TX,15675,2.59,14.23,24.38,11.44,15.44,26111,11781,2306,15.02,12.89,7.4,51.51,0,0,3,19.74,5,32.9,29,190.83,91,598.8,243.47,3395.41
Chaskacity,MN,11339,2.69,12.65,30.06,12.22,5.98,34235,14803,771,6.86,5.42,4.02,75.91,0,0,,,2,14.68,13,95.44,58,425.81,,3244.99
Dunmoreborough,PA,15403,2.57,13.39,24.77,13.52,21.03,25927,13083,1601,10.84,9.54,4.21,56.2,0,0,4,26.91,6,40.37,12,80.74,30,201.84,148.02,2354.84
Ecorsecity,MI,12180,2.67,15.43,29.15,14.79,11.36,18956,9781,3245,26.86,15.78,15.73,45.17,1,8.62,,,36,310.29,107,922.25,158,1361.83,,4033.79
Dubuquecity,IA,57546,2.68,15.22,26.93,14.36,13.79,27027,12377,5958,10.9,9.4,5.01,61.98,0,0,43,72.45,14,23.59,123,207.23,527,887.88,303.26,4355.15
Woburncity,MA,35943,2.67,11.41,28.83,13.08,11.5,42679,18155,1822,5.1,4.27,5.7,70.37,0,0,6,16.41,16,43.75,68,185.93,269,735.54,246.09,4634.69
Cerescity,CA,26314,3.07,14.34,28.25,12.21,7.9,30876,11603,4007,15.5,12.3,10.04,57.84,0,0,9,29.92,35,116.34,140,465.38,455,1512.48,611.64,6867.67
CorpusChristicity,TX,257453,2.88,15.48,28.43,13.25,9.22,25773,11755,50525,20,14.99,8.27,59.5,34,12.12,194,69.14,509,181.39,1488,530.28,4600,1639.32,792.93,9053.65
Winnetkavillage,IL,12174,2.84,12.72,18.85,9.52,11.61,118456,62482,182,1.5,0.41,1.55,62.22,0,0,,,3,23.84,3,23.84,92,731.15,,2487.48
Waterfordtown,CT,17930,2.58,10.99,21.68,10.18,16.41,44167,19537,583,3.36,7.38,4.4,61.89,1,5.6,4,22.41,13,72.83,42,235.29,93,521.01,336.13,4711.48
Petalumacity,CA,43184,2.69,12.48,24,11.09,10.28,40926,17170,1772,4.16,4.55,3.86,68.94,2,4.33,28,60.62,28,60.62,181,391.89,407,881.2,517.46,3570.27
Westerlytown,RI,21605,2.55,11.78,26.23,12.27,14.94,34844,16409,1400,6.56,8.65,7.34,61.81,2,9.29,0,0,2,9.29,10,46.45,84,390.15,65.03,1467.72
OceanCitycity,NJ,15512,2.19,10.03,23.97,11.46,20.07,32018,20399,1012,6.59,3.36,4.64,58.94,0,0,4,26.49,14,92.72,26,172.2,410,2715.41,291.41,10404.66
Emmausborough,PA,11157,2.39,10.72,22.81,11,17.5,33410,16211,470,4.23,10.87,4.85,61.06,0,0,3,24.66,3,24.66,11,90.42,45,369.88,139.73,2885.09
Anokacity,MN,17192,2.69,14.3,30.82,14.81,9.56,31289,14148,1393,8.48,7.6,5.6,66.25,0,0,,,6,35.62,21,124.68,166,985.57,,5141.6
Gainesvillecity,FL,84770,2.66,25,42.46,29.33,8.45,21077,11549,19860,26.33,5.08,6.59,55.61,4,4.49,83,93.11,368,412.81,948,1063.42,2313,2594.62,1573.82,10452.52
Plantationcity,FL,66692,2.52,12.47,24.85,11.7,13.02,41832,21702,2339,3.54,3.84,3.91,66.72,4,5.27,12,15.81,176,231.92,189,249.05,1011,1332.21,502.05,8631.03
BaldwinParkcity,CA,69330,4.17,18.77,34.53,17.32,5.16,32684,8858,10727,15.69,27.25,8.45,60.27,8,10.94,14,19.14,196,268.02,224,306.31,1144,1564.38,604.42,2998.85
Elkhartcity,IN,43627,2.49,13.24,28.17,13.42,11.67,25291,13331,5332,12.5,8.56,5.01,66.53,3,6.63,58,128.21,122,269.69,43,95.05,789,1744.15,499.59,9100.96
Riversidecity,CA,226505,3,16.44,31.46,16.09,8.01,34801,14235,26280,11.94,8.84,6.91,62.31,33,13.59,131,53.94,1287,529.94,2524,1039.29,4975,2048.51,1636.75,7621.71
Naugatucktown,CT,30625,2.7,12.72,27.14,12.15,11,39902,16691,1286,4.22,9.51,5.21,69.06,0,0,6,19.37,2,6.46,17,54.9,141,455.31,80.73,2676.96
Pembertontownship,NJ,31342,3.12,16,29.09,13.14,5.9,35460,12610,2164,7.05,7.74,5.5,68.46,0,0,22,68.57,20,62.34,79,246.24,323,1006.8,377.16,2802.19
LittleFallstownship,NJ,11294,2.66,16.11,30.53,18.93,15.21,44970,21204,291,2.83,6.17,3.97,65.65,0,0,2,16.86,12,101.18,24,202.36,70,590.22,320.4,4460.37
Faribaultcity,MN,17085,2.67,13.47,25.91,11.68,12.7,24604,11563,1342,8.42,13.28,4.26,63.89,0,0,,,8,44.3,17,94.14,178,985.71,,5703.84
Loraincity,OH,71245,2.72,14.96,26.85,12.84,12.28,24123,10676,13980,19.85,11.46,9.32,52.6,2,2.81,51,71.6,84,117.93,81,113.71,718,1007.99,306.05,2754.42
Mansfieldcity,OH,50627,2.51,13.65,27.64,13.77,13.49,22591,11774,8474,17.83,11.21,8.76,51.9,3,5.62,50,93.59,128,239.58,1151,2154.38,1265,2367.76,2493.17,7681.65
Hurontownship,MI,10447,2.97,15.91,28.09,13.47,7.21,41806,15315,466,4.48,10.18,6.95,64.49,0,0,,,1,9.32,26,242.24,91,847.85,,3046.68
WestNewYorktown,NJ,38125,2.64,12.96,28.23,13.58,12.39,26361,12047,6238,16.4,31.16,8.59,61,1,2.72,3,8.16,112,304.79,93,253.08,599,1630.07,568.75,5284.79
Fayettevillecity,NC,75695,2.55,15.71,31.36,16.45,9.94,24354,12825,13764,18.75,8.6,7.33,60.87,30,35.09,92,107.62,583,682,1081,1264.56,2071,2422.68,2089.28,9898.93
ElmwoodParkborough,NJ,17623,2.61,11.11,23.94,11.61,18.06,38248,17910,547,3.11,14.86,5.05,62.1,0,0,2,11.17,14,78.2,6,33.51,82,458.02,122.88,4552.31
Stroudtownship,PA,10600,2.66,12.81,21.97,10.57,13.2,39690,16945,405,3.86,6.74,4.77,63.47,0,0,2,18.55,5,46.39,14,129.88,45,417.48,194.82,5445.77
Warsawcity,IN,10968,2.61,13.42,27.01,12.17,12.49,29978,14633,943,8.77,8.12,3.47,65.28,0,0,3,22.99,1,7.66,0,0,88,674.43,30.66,5180.87
MountVernoncity,WA,17647,2.56,14.1,27.35,13.21,12.17,27022,13486,2274,13.21,6.56,5.91,60.51,3,14.27,15,71.36,18,85.63,9,42.82,200,951.47,214.08,7759.28
SiouxFallscity,SD,99405,2.53,13.7,29.2,13.92,10.29,27123,13574,8205,8.61,7.94,3,71.01,2,1.81,103,93.31,44,39.86,326,295.33,735,665.85,430.31,4012.32
Greenevilletown,TN,13532,2.42,12.98,23.63,11.74,17.23,20066,11429,2133,16.56,21.89,9.06,53.38,0,0,6,42.02,6,42.02,47,329.15,273,1911.9,413.19,5448.56
Chesapeakecity,VA,151976,2.92,14.33,27.6,12.44,7.8,35737,13817,13329,8.97,7.95,4.23,67.88,13,7.13,61,33.44,327,179.28,385,211.08,1612,883.8,430.93,3922.8
HighPointcity,NC,69496,2.52,14.34,27.36,13.76,12.36,25035,13324,8600,12.74,12.9,5.27,65.17,12,16.33,39,53.07,291,396,592,805.62,2060,2803.33,1271.02,8434.49
Alamogordocity,NM,27596,2.63,14.12,28.87,12.99,10.21,24579,11255,3671,13.52,7.74,7.64,59.34,2,6.63,7,23.19,9,29.82,128,424.08,294,974.06,483.72,4346.82
RockyHilltown,CT,16554,2.52,9.3,25.68,10.93,13.14,48125,21918,455,2.94,5.45,2.38,70.65,0,0,1,6.03,6,36.21,9,54.31,79,476.74,96.55,3325.09
Millingtoncity,TN,17866,4.29,36.56,54.63,40.48,3.01,23815,9292,1362,11.19,4.64,3.28,79.79,2,11.53,6,34.59,20,115.29,71,409.29,293,1689.05,570.7,4767.39
Sacocity,ME,15181,2.54,12.92,26.84,12.38,12.05,32655,14405,914,6.07,9,5.98,64.91,0,0,2,12.99,3,19.48,5,32.47,94,610.47,64.94,3987.53
SevenHillscity,OH,12339,2.72,11.43,20.29,10.89,20.31,42240,17063,238,1.93,7.3,4.43,54.64,0,0,1,8.27,2,16.54,4,33.07,20,165.37,57.88,983.96
Charlestoncity,WV,57287,2.26,11.96,22.74,10.7,16.39,23584,16067,10560,18.77,9.19,7.34,53.1,16,28.47,51,90.74,290,515.98,412,733.04,1293,2300.55,1368.23,10780.37
Westontown,MA,10200,3.04,16.57,24.53,14.69,12.67,95134,46855,342,3.6,1.3,3.62,60.48,0,0,1,9.46,0,0,12,113.5,39,368.86,122.95,1134.97
Nilestownship,MI,12828,2.7,14.37,25.34,11.9,11.73,28745,12211,969,7.62,7.73,7.56,61.72,0,0,,,1,7.59,11,83.46,51,386.95,,2223.07
Delawarecity,OH,20030,2.81,20.34,33.24,19.99,9.52,28975,12155,1757,9.8,6.45,4.32,63.21,1,4.56,24,109.32,16,72.88,17,77.44,202,920.15,264.2,4473.19
Staffordtownship,NJ,13325,2.61,12.71,21.28,10.19,18.55,31689,14628,1022,7.72,7.71,6.23,54.54,1,7.29,6,43.73,1,7.29,24,174.91,109,794.4,233.22,2973.54
